Slope,rep,Topo,Aspect,current.year,start.year,sowing.year,cage,lifted,caged,severity,bank,germination,earlydeath,reproductive,percent,previous,totalseedpods,avgseedpods,proportionseeded,sdays,daysseeding,finalseedbank,nativebiomass,nonnativebiomass,nativecover,nonnativecover,avg_nonnative_height,avg_native_height,ercacover,ph,som,ec,nitrogen,carbon,bulkdensity,march.soil.percent.water.content,jan.avg.vwc,decrain,janrain,febrain,marchrain,aprilrain,mayrain,totalrain,decsolar,avgdecsolar,jansolar,avgjansolar,febsolar,avgfebsolar,marchsolar,avgmarchsolar,aprilsolar,avgaprilsolar,maysolar,avgmaysolar,totalsolar
gentle,2,South Gentle,south,1,1,2014,none,no,No Cage,Severe,40,1,1,0,2.50%,no,0,0,0,,,39,,,,,,,,6.05,3.335,31.9,0.071009595,0.9018188,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
gentle,2,South Gentle,south,1,1,2014,big,no,Caged,Mild,40,1,1,0,2.50%,no,0,0,0,,,39,,,,,,,,6.05,4.71,35.55,0.084710795,1.0261715,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
gentle,2,South Gentle,south,1,1,2014,small,no,Caged,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,6.04,5.965,39.7,0.10647238,1.785604,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
gentle,3,South Gentle,south,1,1,2014,none,no,No Cage,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,5.49,4.585,40,0.088741215,1.1707635,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
gentle,3,South Gentle,south,1,1,2014,big,no,Caged,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,5.545,3.475,24.55,0.049255829,0.68140035,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
gentle,3,South Gentle,south,1,1,2014,small,no,Caged,Mild,40,1,1,0,2.50%,no,0,0,0,,,39,,,,,,,,5.28,2.4095,30.8,0.02624376,0.6555965,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
ridge,1,No.aspect Ridge,no.aspect,1,1,2014,none,no,No Cage,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,5.6,3.26,17,0.077025355,0.778946,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
ridge,1,No.aspect Ridge,no.aspect,1,1,2014,big,no,Caged,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,6.005,5.795,47.75,0.0808851,1.63661885,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
ridge,1,No.aspect Ridge,no.aspect,1,1,2014,small,no,Caged,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,6.2,3.104,30.65,0,0.69382165,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
ridge,2,No.aspect Ridge,no.aspect,1,1,2014,none,no,No Cage,No Herbivory,40,1,1,0,2.50%,no,0,0,0,,,39,,,,,,,,6.29,3.87,38.45,0,0.9661617,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
ridge,2,No.aspect Ridge,no.aspect,1,1,2014,big,no,Caged,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,5.48,6.8,51.1,0.079254195,1.03387125,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
ridge,2,No.aspect Ridge,no.aspect,1,1,2014,small,no,Caged,Mild,40,11,11,0,27.50%,no,0,0,0,,,29,,,,,,,,6.625,0.575,40.05,0.033405905,0.4886722,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
ridge,3,No.aspect Ridge,no.aspect,1,1,2014,none,no,No Cage,Mild,40,5,5,0,12.50%,no,0,0,0,,,35,,,,,,,,6.195,4.705,31.45,0.087311655,0.77844155,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
ridge,3,No.aspect Ridge,no.aspect,1,1,2014,big,no,Caged,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,6.24,3.43,40.15,0,0.7859843,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
ridge,3,No.aspect Ridge,no.aspect,1,1,2014,small,no,Caged,Mild,40,1,1,0,2.50%,no,0,0,0,,,39,,,,,,,,6.46,4.325,26.65,0.056994475,0.7098949,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
steep,1,South Steep,south,1,1,2014,none,no,No Cage,Severe,40,4,4,0,10.00%,no,0,0,0,,,36,,,,,,,,6.67,0.9735,17.9,0.029109955,0.29065965,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
steep,1,South Steep,south,1,1,2014,big,no,Caged,No Herbivory,40,7,6,1,17.50%,no,3,3,14.28571429,83,14,39,,,,,,,,6.61,1.9245,6.35,0.025188235,0.12230563,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
steep,1,South Steep,south,1,1,2014,small,no,Caged,Mild,40,9,9,0,22.50%,no,0,0,0,,,31,,,,,,,,6.345,2.396,11.7,0.026917945,0.26728505,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
steep,2,South Steep,south,1,1,2014,none,no,No Cage,Severe,40,12,12,0,30.00%,no,0,0,0,,,28,,,,,,,,6.745,1.356,13.5,0.019222375,0,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
steep,2,South Steep,south,1,1,2014,big,no,Caged,Severe,40,2,2,0,5.00%,no,0,0,0,,,38,,,,,,,,6.49,2.068,29.65,0.028855335,0.20495255,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
steep,2,South Steep,south,1,1,2014,small,no,Caged,Mild,40,5,5,0,12.50%,no,0,0,0,,,35,,,,,,,,6.64,1.107,18.25,0.047090505,0.31778755,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
steep,3,South Steep,south,1,1,2014,none,no,No Cage,No Herbivory,40,6,6,0,15.00%,no,0,0,0,,,34,,,,,,,,6.02,1.589,34.5,0.01708491,0.29584435,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
steep,3,South Steep,south,1,1,2014,big,no,Caged,No Herbivory,40,2,2,0,5.00%,no,0,0,0,,,38,,,,,,,,5.74,1.818,31.4,0.03967767,0.6011692,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
steep,3,South Steep,south,1,1,2014,small,no,Caged,No Herbivory,40,6,6,0,15.00%,no,0,0,0,,,34,,,,,,,,6.935,2.37,17.75,0.05470376,0.9791892,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
swale,1,No.aspect Swale,no.aspect,1,1,2014,none,no,No Cage,Severe,40,1,1,0,2.50%,no,0,0,0,,,39,,,,,,,,6.29,2.4342,23.75,0.02079592,1.0641207,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
swale,1,No.aspect Swale,no.aspect,1,1,2014,big,no,Caged,Mild,40,7,7,0,17.50%,no,0,0,0,,,33,,,,,,,,5.015,2.892,46.25,0,0.9144148,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
swale,1,No.aspect Swale,no.aspect,1,1,2014,small,no,Caged,No Herbivory,40,3,3,0,7.50%,no,0,0,0,,,37,,,,,,,,5.72,4.50555,33.45,0.07135144,2.644816,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
swale,2,No.aspect Swale,no.aspect,1,1,2014,none,no,No Cage,Severe,40,3,3,0,7.50%,no,0,0,0,,,37,,,,,,,,5.835,1.02,26.9,0.025871695,0.47099525,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
swale,2,No.aspect Swale,no.aspect,1,1,2014,big,no,Caged,Mild,40,1,1,0,2.50%,no,0,0,0,,,39,,,,,,,,6.465,1.915,23.7,0.04445328,0.3876331,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
swale,2,No.aspect Swale,no.aspect,1,1,2014,small,no,Caged,Mild,40,6,4,2,15.00%,no,8,4,33.33333333,83,0,50,,,,,,,,6.075,1.9,39.9,0.06904331,0.8546079,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
swale,3,No.aspect Swale,no.aspect,1,1,2014,none,no,No Cage,Severe,40,2,2,0,5.00%,no,0,0,0,,,38,,,,,,,,7.52,1.7475,38.85,0.02187346,0.6397984,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
swale,3,No.aspect Swale,no.aspect,1,1,2014,big,no,Caged,Mild,40,11,11,0,27.50%,no,0,0,0,,,29,,,,,,,,5.855,1.3555,23.5,0.01921891,0.5112983,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
swale,3,No.aspect Swale,no.aspect,1,1,2014,small,no,Caged,Mild,40,5,5,0,12.50%,no,0,0,0,,,35,,,,,,,,6.3,3.81,14,0.058379525,0.5739372,,,,90.083,10.914,3.039,8.633,15.74,16.249,144.658,2955,95.3,3834,123.7,3743,133.7,5642,182,7058,235.3,7390,238.4,30622
